"Case Id","Case Status","Products","No. ofMachines","No. ofEvents","Last Event","OpportunityTotal","Organization Name","Country","Website","CaseManager"
"1025216#1","Unqualified","SketchUp Pro Unlicensed","7","90","21-Feb-20","2,780","CÔNG TY G.S VIETNAM","Viet Nam","www.gsvietnamcorp.com","Luis Diaz"
"1263148#1","Unqualified","SketchUp Make, SketchUp Pro Licensed, SketchUp Pro Unlicensed","7","84","21-Feb-20","2,780","中建海外发展越南有限公司-China State Construction Overseas Development (SH) VietNam Co., Ltd - CSCODV","Viet Nam","www.cscecos.com","Luis Diaz"
"797648#1","Unqualified","SketchUp Pro Unlicensed","7","83","21-Feb-20","2,085","Tphcm","Viet Nam","www.tphcm.gov.vn","Luis Diaz"
"1006980#1","Unqualified","SketchUp Pro Unlicensed","7","68","21-Feb-20","695","Gdfgdf","Viet Nam","www.gdfgdf.com","Luis Diaz"
"1140145#1","Unqualified","SketchUp Pro Unlicensed","7","67","21-Feb-20","2,085","Aspace","Viet Nam","www.a-space.vn","Luis Diaz"
"1429464#1","Unqualified","SketchUp Pro Unlicensed","7","61","21-Feb-20","1,390","Atmt","Viet Nam","www.atmt.gov.vn","Luis Diaz"
"1698106#1","Unqualified","SketchUp Pro Unlicensed","7","56","21-Feb-20","2,085","DKT Technology., JSC","Viet Nam","www.dkt.com.vn","Luis Diaz"
"603021#1","Unqualified","SketchUp Pro Unlicensed","6","3,035","21-Feb-20","3,475","Getcoupon","Viet Nam","www.getcoupon.vn","Luis Diaz"
"1005111#1","Unqualified","SketchUp Pro Unlicensed","6","2,050","21-Feb-20","4,170","Varch","Viet Nam","www.v-arch.com.vn","Luis Diaz"
"597123#1","Unqualified","SketchUp Pro Unlicensed","6","1,351","21-Feb-20","3,475","Hathanhacc","Viet Nam","www.hathanhacc.com","Luis Diaz"
"956822#1","Unqualified","SketchUp Pro Unlicensed","6","1,298","21-Feb-20","2,085","MỘC PALLET","Viet Nam","www.mocpallet.vn","Luis Diaz"
"533491#1","Unqualified","SketchUp Pro Unlicensed","6","1,190","21-Feb-20","2,780","Nội thất Moderno - Chủ nhà có Gu","Viet Nam","www.moderno.com.vn","Luis Diaz"
"593466#1","Unqualified","SketchUp Pro Unlicensed","6","1,038","21-Feb-20","2,085","Cong ty TNHH Thiet Ke Kien Truc T Cong","Viet Nam","www.tplusvn.com","Luis Diaz"
"551602#1","Unqualified","SketchUp Pro Trial, SketchUp Pro Unlicensed","6","864","21-Feb-20","2,085","cong ty cp Mang dien rong Vihan","Viet Nam","www.sangtaoad.com","Luis Diaz"
"957521#1","Unqualified","SketchUp Pro Unlicensed","6","854","21-Feb-20","2,780","Nguyen Le Dang Khoa","Viet Nam","www.namhoaco.com","Luis Diaz"
"547209#1","Unqualified","SketchUp Pro Unlicensed","6","754","21-Feb-20","1,390","LYN Concept & LYN Design","Viet Nam","www.lyndesign.vn","Luis Diaz"
"708407#1","Unqualified","SketchUp Pro Unlicensed","6","709","21-Feb-20","3,475","POA Estudio","Viet Nam","www.poaestudio.com","Luis Diaz"
"1009991#1","Unqualified","SketchUp Pro Unlicensed","6","555","21-Feb-20","2,780","Tabgroup","Viet Nam","www.tabgroup.vn","Luis Diaz"
"1098493#1","Unqualified","SketchUp Make, SketchUp Pro Unlicensed","6","530","21-Feb-20","2,085","Com","Viet Nam","www..com.vn","Luis Diaz"
"952544#1","Unqualified","SketchUp Pro Unlicensed","6","514","21-Feb-20","1,390","Cong Ty Co Phan Tu Van Thiet Ke , Xay Dung We Group","Viet Nam","www.wegroupvn.com","Luis Diaz"
"613302#1","Unqualified","SketchUp Pro Unlicensed","6","504","21-Feb-20","2,085","Hoisinhvien","Viet Nam","www.hoisinhvien.vn","Luis Diaz"
"1760624#1","Unqualified","SketchUp Pro Unlicensed","6","469","21-Feb-20","2,780","AZ Architects","Viet Nam","www.azarchitects.co","Luis Diaz"
"1004489#1","Unqualified","SketchUp Pro Unlicensed","6","419","21-Feb-20","2,780","Nguyen Phuc Anh","Viet Nam","www.nhanhoc.org","Luis Diaz"
"530661#1","Unqualified","SketchUp Pro Unlicensed","6","399","21-Feb-20","2,780","Công Ty TNHH Thiết Kế - Xây Dựng Kiến Hòa Phát","Viet Nam","www.kienhoaphat.com.vn","Luis Diaz"
"692428#1","Unqualified","SketchUp Pro Unlicensed","6","391","21-Feb-20","1,390","Machmach","Viet Nam","www.machmach.com","Luis Diaz"
"1077978#1","Unqualified","SketchUp Pro Unlicensed","6","377","21-Feb-20","2,780","HAY Decor","Viet Nam","www.haydecor.com","Luis Diaz"
"924465#1","Unqualified","SketchUp Pro Unlicensed","6","376","21-Feb-20","1,390","Công ty Quảng cáo Thành Bại","Viet Nam","www.thanhcongdesign.com","Luis Diaz"
"961964#1","Unqualified","SketchUp Pro Unlicensed","6","373","21-Feb-20","2,780","Truong Nu Huong Duyen","Viet Nam","www.mocdecor.com","Luis Diaz"
"1863118#2","Unqualified","SketchUp Pro Unlicensed, TEST Builds","6","360","21-Feb-20","3,475","Tsl","Viet Nam","www.tsl.com.vn","Luis Diaz"
"598479#1","Unqualified","SketchUp Pro Unlicensed","6","352","21-Feb-20","1,390","Soarch","Viet Nam","www.soarch.vn","Luis Diaz"
"913709#1","Unqualified","SketchUp Pro Unlicensed","6","345","21-Feb-20","1,390","Hdsaigon","Viet Nam","www.hdsaigon.com.vn","Luis Diaz"
"576526#1","Unqualified","SketchUp Pro Unlicensed","6","325","21-Feb-20","1,390","PAS Building Workshop","Viet Nam","www.pasbw.com","Luis Diaz"
"601673#1","Unqualified","SketchUp Pro Licensed, SketchUp Pro Unlicensed","6","324","21-Feb-20","2,085","CÔNG TY TNHH KII.CONCEPT","Viet Nam","www.kiiconcept.com","Luis Diaz"
"711325#1","Unqualified","SketchUp Make, SketchUp Pro Unlicensed","6","322","21-Feb-20","695","Sargon","Viet Nam","www.sargon.vn","Luis Diaz"
"777190#1","Unqualified","SketchUp Pro Unlicensed","6","320","21-Feb-20","2,085","TPBank","Viet Nam","www.tpb.com.vn","Luis Diaz"
"1146714#1","Unqualified","SketchUp Pro Unlicensed","6","319","21-Feb-20","2,085","Công Ty Cổ Phần Tư Vấn Thiết Kế Arch Sài Gòn","Viet Nam","www.archsaigon.vn","Luis Diaz"
"1107796#1","Unqualified","SketchUp Pro Unlicensed","6","319","21-Feb-20","2,085","Cty VIỆT MAY","Viet Nam","www.vietmay.com.vn","Luis Diaz"
"958299#1","Unqualified","SketchUp Pro Unlicensed","6","313","21-Feb-20","2,780","CnullTy TNHH TM-Dv MKC","Viet Nam","www.qcthanhdo.com","Luis Diaz"
"1401084#1","Unqualified","SketchUp Pro Unlicensed","6","313","21-Feb-20","2,780","Linhlinhdecor","Viet Nam","www.linhlinhdecor.com","Luis Diaz"
"310019#1","Unqualified","SketchUp Make, SketchUp Pro Trial, SketchUp Pro Unlicensed","6","307","21-Feb-20","2,085","Trình duyệt Cốc Cốc","Viet Nam","www.coccoc.com","Luis Diaz"
"791811#1","Unqualified","SketchUp Pro Unlicensed","6","304","21-Feb-20","3,475","Degilog","Viet Nam","www.degilog.com","Luis Diaz"
"1104638#1","Unqualified","SketchUp Pro Unlicensed","6","301","21-Feb-20","2,780","CIC 36","Viet Nam","www.cic36.vn","Luis Diaz"
"1263933#1","Unqualified","SketchUp Pro Unlicensed","6","293","21-Feb-20","2,085","Khanhtuong","Viet Nam","www.khanhtuong.vn","Luis Diaz"
"687015#2","Unqualified","SketchUp Pro Unlicensed","6","290","21-Feb-20","2,085","Flamingo Group JSC","Viet Nam","www.flamingogroup.vn","Luis Diaz"
"1030378#1","Unqualified","SketchUp Pro Unlicensed","6","272","21-Feb-20","2,085","Truongvietanh","Viet Nam","www.truongvietanh.com","Luis Diaz"
"602072#1","Unqualified","SketchUp Pro Trial, SketchUp Pro Unlicensed","6","258","21-Feb-20","2,085","Công Ty Tnhh Thần Vương","Viet Nam","www.thanvuong.com","Luis Diaz"
"1108819#1","Unqualified","SketchUp Pro Unlicensed","6","251","21-Feb-20","1,390","An Duc Brand Communications","Viet Nam","www.brand2.asia","Luis Diaz"
"1193717#1","Unqualified","SketchUp Pro Unlicensed","6","237","21-Feb-20","2,085","CÔNG TY CỔ PHẦN THIẾT KẾ VÀ XÂY DỰNG SUỐI NGUỒN","Viet Nam","www.fountainhead.vn","Luis Diaz"
"1691913#1","Unqualified","SketchUp Pro Unlicensed, TEST Builds","6","217","21-Feb-20","3,475","Digisky","Viet Nam","-","Luis Diaz"
"565794#1","Unqualified","SketchUp Pro Unlicensed","6","215","21-Feb-20","2,085","Xanh Villas","Viet Nam","www.xanhvillas.com.vn","Luis Diaz"
"1025306#1","Unqualified","SketchUp Pro Unlicensed","6","204","21-Feb-20","2,085","Tng","Viet Nam","www.tng.vn","Luis Diaz"
"1108096#1","Unqualified","SketchUp Pro Unlicensed","6","191","21-Feb-20","2,780","Nội thất Alpha Concept","Viet Nam","www.alphaconcept.vn","Luis Diaz"
"917149#1","Unqualified","SketchUp Pro Unlicensed","6","161","21-Feb-20","1,390","Plt","Viet Nam","www.plt.com.vn","Luis Diaz"
"1103729#1","Unqualified","SketchUp Pro Unlicensed","6","161","21-Feb-20","2,085","Công Ty An Cường","Viet Nam","www.ancuong.com","Luis Diaz"
"1131927#1","Unqualified","SketchUp Pro Unlicensed","6","147","21-Feb-20","2,085","Beyond","Viet Nam","www.beyond.vn","Luis Diaz"
"1364258#1","Unqualified","SketchUp Make, SketchUp Pro Unlicensed","6","138","21-Feb-20","2,085","Ttclandtoanhaivan","Viet Nam","www.ttcland-toanhaivan.vn","Luis Diaz"
"1081964#1","Unqualified","SketchUp Pro Unlicensed","6","135","21-Feb-20","2,085","Xuanvy","Viet Nam","www.xuanvy.com.vn","Luis Diaz"
"880456#1","Unqualified","SketchUp Pro Unlicensed","6","108","21-Feb-20","2,085","www.GoogleUnlimited.com","Viet Nam","www.googleunlimited.com","Luis Diaz"
"954287#1","Unqualified","SketchUp Make, SketchUp Pro Unlicensed","6","106","21-Feb-20","695","Sacombank","Viet Nam","www.sacombank.com","Luis Diaz"
"1710444#1","Unqualified","SketchUp Pro Unlicensed","6","105","21-Feb-20","2,085","Việc Làm 24h","Viet Nam","www.vieclam24h.vn","Luis Diaz"
"860704#2","Unqualified","SketchUp Pro Unlicensed","6","103","21-Feb-20","695","Xây lắp Tiến Thịnh-Tien Thinh Group","Viet Nam","www.tienthinhjsc.vn","Luis Diaz"
"1078561#1","Unqualified","SketchUp Pro Unlicensed","6","100","21-Feb-20","1,390","Thanhphatdeco","Viet Nam","www.thanhphatdeco.com.vn","Luis Diaz"
"951324#1","Unqualified","SketchUp Pro Unlicensed","6","42","21-Feb-20","1,390","Dongngo","Viet Nam","-","Luis Diaz"
"661879#1","Unqualified","SketchUp Pro Unlicensed","5","2,226","21-Feb-20","1,390","Gaea Field Viet Nam","Viet Nam","www.gaea-field.com.vn","Luis Diaz"
"655446#1","Unqualified","SketchUp Pro Unlicensed","5","1,684","21-Feb-20","2,780","Ong Nguyen Hong Vu","Viet Nam","www.thostudio.com","Luis Diaz"
"558536#1","Unqualified","SketchUp Pro Unlicensed","5","1,592","21-Feb-20","2,780","Noithatnhamoc","Viet Nam","www.noithatnhamoc.com","Luis Diaz"
"567351#1","Unqualified","SketchUp Pro Unlicensed","5","1,586","21-Feb-20","1,390","Cty Tnhh Kien Truc Bien Doi Cty Tnhh Kien Truc Bien Doi","Viet Nam","www.transform-arch.com","Luis Diaz"
"521466#1","Unqualified","SketchUp Pro Unlicensed","5","1,082","21-Feb-20","1,390","I-Tech Development and Construction Co., Ltd.","Viet Nam","itechenc.com","Luis Diaz"
"654272#1","Unqualified","SketchUp Pro Unlicensed","5","1,076","21-Feb-20","1,390","Httgroup","Viet Nam","www.htt-group.com.vn","Luis Diaz"
"661959#1","Unqualified","SketchUp Pro Unlicensed","5","939","21-Feb-20","1,390","Intcon","Viet Nam","www.intcon.vn","Luis Diaz"
"554390#1","Unqualified","SketchUp Pro Unlicensed","5","820","21-Feb-20","695","Glomed","Viet Nam","www.glomedvn.vn/","Luis Diaz"
"1066618#1","Unqualified","SketchUp Pro Unlicensed","5","736","21-Feb-20","2,085","Milan Deco","Viet Nam","www.milandeco.vn","Luis Diaz"
"553871#2","Unqualified","SketchUp Pro Unlicensed","5","732","21-Feb-20","1,390","bimsite","Viet Nam","www.bimsite.vn","Luis Diaz"
"567915#1","Unqualified","SketchUp Make, SketchUp Pro Trial, SketchUp Pro Unlicensed","5","673","21-Feb-20","695","Oxalis Adventure Tours","Viet Nam","www.oxalisvietnam.com","Luis Diaz"
"990836#1","Unqualified","SketchUp Pro Unlicensed","5","580","21-Feb-20","2,085","Cong Ty TNHH Phat Trien Kien Truc And","Viet Nam","www.kientrucand.com","Luis Diaz"
"649558#1","Unqualified","SketchUp Pro Unlicensed","5","493","21-Feb-20","2,085","Doppelherz Việt Nam","Viet Nam","www.doppelherz.vn","Luis Diaz"
"1251639#1","Unqualified","SketchUp Pro Unlicensed","5","492","21-Feb-20","3,475","Adpi","Viet Nam","www.adpi.com","Luis Diaz"
"1795580#1","Unqualified","SketchUp Pro Unlicensed","5","485","21-Feb-20","3,475","Noithatveneer","Viet Nam","www.noithatveneer.com","Luis Diaz"
"451630#1","Unqualified","SketchUp Pro Unlicensed","5","463","21-Feb-20","695","Thanhvucdc","Viet Nam","www.thanhvucdc.vn","Luis Diaz"
"1074254#1","Unqualified","SketchUp Pro Unlicensed","5","453","21-Feb-20","2,085","Civis","Viet Nam","www.civis.com.vn","Luis Diaz"
"1258866#1","Unqualified","SketchUp Pro Unlicensed","5","433","21-Feb-20","3,475","Công Ty Cổ Phần Asian Furniture","Viet Nam","www.asianfurniture.com.vn","Luis Diaz"
"932244#1","Unqualified","SketchUp Pro Unlicensed","5","419","21-Feb-20","2,780","Euroasia","Viet Nam","www.euro-asia.vn","Luis Diaz"
"686401#2","Unqualified","SketchUp Pro Unlicensed","5","401","21-Feb-20","695","Kumkang Kind Vietnam","Viet Nam","www.kumkangkind.com.vn","Luis Diaz"
"594947#1","Unqualified","SketchUp Pro Unlicensed","5","401","21-Feb-20","2,085","Mytran","Viet Nam","www.mytran.com.vn","Luis Diaz"
"1239458#2","Unqualified","SketchUp Pro Unlicensed","5","364","21-Feb-20","3,475","Vconthai","Viet Nam","www.vconthai.com","Luis Diaz"
"938892#1","Unqualified","SketchUp Pro Unlicensed","5","359","21-Feb-20","1,390","Ovi","Viet Nam","www.ovi.vn","Luis Diaz"
"1535282#1","Unqualified","SketchUp Pro Unlicensed","5","345","21-Feb-20","2,085","Hiashi - Vật Tư Nhập Khẩu Cao Cấp","Viet Nam","www.hiashi.vn","Luis Diaz"
"776094#1","Unqualified","SketchUp Pro Unlicensed","5","342","21-Feb-20","2,085","Bibomart","Viet Nam","-","Luis Diaz"
"605219#1","Unqualified","SketchUp Pro Unlicensed","5","340","21-Feb-20","1,390","Vinhlong","Viet Nam","www.vinhlong.gov.vn","Luis Diaz"
"710479#1","Unqualified","SketchUp Pro Unlicensed","5","332","21-Feb-20","3,475","Phparchitecture","Viet Nam","-","Luis Diaz"
"577459#1","Unqualified","SketchUp Pro Unlicensed","5","325","21-Feb-20","1,390","Vector6","Viet Nam","www.vector6.com","Luis Diaz"
"251959#2","Unqualified","SketchUp Make, SketchUp Pro Unlicensed","5","317","21-Feb-20","1,390","Phuongnamvh","Viet Nam","www.phuongnamvh.com","Luis Diaz"
"1258558#1","Unqualified","SketchUp Pro Unlicensed, TEST Builds","5","285","21-Feb-20","2,085","3tiasia","Viet Nam","www.3ti-asia.com","Luis Diaz"
"1432090#1","Unqualified","SketchUp Pro Unlicensed","5","264","21-Feb-20","3,475","Cong ty TNHH XNK Hung Long","Viet Nam","www.hunglongbranding.com","Luis Diaz"
"1295113#1","Unqualified","SketchUp Pro Trial, SketchUp Pro Unlicensed","5","247","21-Feb-20","2,780","Ba Nguyen Thi Huyen","Viet Nam","www.kientrucvietaa.com","Luis Diaz"
"1763283#1","Unqualified","SketchUp Pro Unlicensed","5","247","21-Feb-20","2,085","Freshhouse","Viet Nam","www.freshhouse.vn","Luis Diaz"
"1006842#1","Unqualified","SketchUp Pro Unlicensed","5","246","21-Feb-20","2,780","Inrestudio","Viet Nam","www.inrestudio.com","Luis Diaz"
"1545362#1","Unqualified","SketchUp Pro Unlicensed","5","233","21-Feb-20","3,475","Cong ty Co phan Dau tu GIC","Viet Nam","www.gicpower.com","Luis Diaz"
"683582#2","Unqualified","SketchUp Pro Unlicensed","5","228","21-Feb-20","2,780","Portcoast Consultant Corporation","Viet Nam","www.portcoast.com.vn","Luis Diaz"
"1844337#1","Unqualified","SketchUp Pro Unlicensed","5","227","21-Feb-20","3,475","Datthu","Viet Nam","www.datthu.vn","Luis Diaz"
"1713557#1","Unqualified","SketchUp Pro Unlicensed","5","202","21-Feb-20","2,780","Công ty TNHH TM Rồng Phương Bắc - RPB","Viet Nam","www.rongphuongbac.com","Luis Diaz"
"1265810#1","Unqualified","SketchUp Pro Unlicensed","5","189","21-Feb-20","2,780","Truong Phuc Hai Construction","Viet Nam","www.truongphuchai.com","Luis Diaz"
"1070308#1","Unqualified","SketchUp Pro Unlicensed","5","183","21-Feb-20","1,390","Dong Hung Furniture","Viet Nam","www.donghungfurniture.com","Luis Diaz"
"1743308#1","Unqualified","SketchUp Pro Unlicensed, TEST Builds","5","166","21-Feb-20","3,475","Canhcung","Viet Nam","www.canhcung.com","Luis Diaz"
"574036#1","Unqualified","SketchUp Pro Unlicensed","5","159","21-Feb-20","1,390","Cong Ty Co Phan Sai Gon Signature","Viet Nam","www.saigonsignature.com","Luis Diaz"
"497331#1","Unqualified","SketchUp Pro Unlicensed, TEST Builds","5","155","21-Feb-20","1,390","Petrosetco","Viet Nam","www.petrosetco.com.vn","Luis Diaz"
"1577389#1","Unqualified","SketchUp Pro Unlicensed","5","152","21-Feb-20","2,085","District Eight","Viet Nam","www.districteight.com","Luis Diaz"
"1969131#1","Unqualified","SketchUp Pro Unlicensed, TEST Builds","5","148","21-Feb-20","3,475","Vfi","Viet Nam","www.vfi.com.vn","Luis Diaz"
"1612227#1","Unqualified","SketchUp Pro Unlicensed","5","145","21-Feb-20","2,085","Kientruc3a","Viet Nam","www.kientruc3a.com","Luis Diaz"
"722471#1","Unqualified","SketchUp Pro Unlicensed","5","143","21-Feb-20","2,085","Palm Landscape","Viet Nam","www.palm.vn","Luis Diaz"
"1447374#1","Unqualified","SketchUp Pro Unlicensed","5","130","21-Feb-20","1,390","Eurostyle Co, Ltd","Viet Nam","www.eurostyle.com.vn","Luis Diaz"
"683426#2","Unqualified","SketchUp Pro Unlicensed","5","103","21-Feb-20","1,390","VCS Construction Consultants JSC","Viet Nam","www.vcs.com.vn","Luis Diaz"
"1347128#1","Unqualified","SketchUp Pro Unlicensed","5","93","21-Feb-20","2,085","Hado","Viet Nam","www.hado.com.vn","Luis Diaz"
"571179#1","Unqualified","SketchUp Pro Unlicensed","5","80","21-Feb-20","695","Miczone Group","Viet Nam","www.miczone.vn","Luis Diaz"
"247963#3","Unqualified","SketchUp Pro Unlicensed","5","63","21-Feb-20","695","Descon  (Vietnam)","Viet Nam","www.descon.com.vn","Luis Diaz"
"591473#1","Unqualified","SketchUp Pro Unlicensed","5","59","21-Feb-20","695","Ecoba Vietnam JSC","Viet Nam","ecobavietnam.com.vn/","Luis Diaz"
"1559173#1","Unqualified","SketchUp Pro Unlicensed","5","57","21-Feb-20","1,390","Thaibinhduong","Viet Nam","www.thaibinhduong.vn","Luis Diaz"
"1417036#1","Unqualified","SketchUp Pro Unlicensed","5","54","21-Feb-20","695","Ttcedu","Viet Nam","www.ttcedu.vn","Luis Diaz"
"1529751#1","Unqualified","SketchUp Pro Unlicensed","5","53","21-Feb-20","1,390","Cong ty TNHH Giai phap Cong nghe Tri Thuc So","Viet Nam","www.theminh.com","Luis Diaz"
"1809727#1","Unqualified","SketchUp Pro Unlicensed","5","40","21-Feb-20","1,390","Công ty cổ phần dịch vụ Bất động sản DNT Việt Nam","Viet Nam","www.dnt.com.vn","Luis Diaz"
"903960#1","Unqualified","SketchUp Pro Unlicensed","5","37","21-Feb-20","695","Deaura","Viet Nam","www.deaura.com.vn","Luis Diaz"
"1105194#1","Unqualified","SketchUp Pro Unlicensed","5","32","21-Feb-20","1,390","Công Ty Cổ Phần Đầu Tư Và Công Nghệ Hc Toàn Cầu (HCGLOBAL)","Viet Nam","www.hcglobal.vn","Luis Diaz"
"1139783#1","Unqualified","SketchUp Make, SketchUp Pro Unlicensed","5","30","21-Feb-20","695","Transport And Development Stategy Institue","Viet Nam","www.tdsi.gov.vn","Luis Diaz"
"554698#1","Unqualified","SketchUp Pro Unlicensed","4","1,291","21-Feb-20","1,390","Sắc Màu Cuộc Sống","Viet Nam","www.dongnamconstruction.com","Luis Diaz"
"693322#1","Unqualified","SketchUp Pro Unlicensed","4","1,079","21-Feb-20","2,780","Hungthinhfurniture","Viet Nam","www.hungthinhfurniture.com.vn","Luis Diaz"
"1096834#1","Unqualified","SketchUp Pro Unlicensed","4","1,013","21-Feb-20","2,780","Ktcq","Viet Nam","www.kt-cq.com","Luis Diaz"
"792363#1","Unqualified","SketchUp Pro Unlicensed","4","995","21-Feb-20","2,780","Tda","Viet Nam","www.tda.vn","Luis Diaz"
"700587#1","Unqualified","SketchUp Pro Unlicensed","4","986","21-Feb-20","1,390","Landscapeassociation","Viet Nam","www.landscapeassociation.vn","Luis Diaz"
"930578#1","Unqualified","SketchUp Pro Unlicensed","4","947","21-Feb-20","2,780","Tubepfurniture","Viet Nam","www.tubepfurniture.com","Luis Diaz"
"602163#1","Unqualified","SketchUp Pro Unlicensed","4","934","21-Feb-20","695","Where","Viet Nam","www.where.place","Luis Diaz"
"957811#1","Unqualified","SketchUp Pro Unlicensed","4","922","21-Feb-20","2,780","KIENTRUC O","Viet Nam","www.kientruco.com","Luis Diaz"
"655373#1","Unqualified","SketchUp Pro Unlicensed","4","874","21-Feb-20","1,390","Purecreations","Viet Nam","www.pure-creations.com","Luis Diaz"
"580254#1","Unqualified","SketchUp Pro Unlicensed","4","821","21-Feb-20","1,390","Cong ty CP Tran Duc","Viet Nam","www.tranduchomes.com","Luis Diaz"
"1069964#1","Unqualified","SketchUp Make, SketchUp Pro Unlicensed","4","800","21-Feb-20","2,085","Decocrystal","Viet Nam","www.deco-crystal.com","Luis Diaz"
"604885#1","Unqualified","SketchUp Pro Unlicensed","4","745","21-Feb-20","2,085","Myduc","Viet Nam","www.myduc.com","Luis Diaz"
"1099927#1","Unqualified","SketchUp Pro Unlicensed","4","716","21-Feb-20","2,085","Công Ty TNHH XD Đức Trường Phát","Viet Nam","www.ductruongphat.com.vn","Luis Diaz"
"593921#1","Unqualified","SketchUp Pro Unlicensed","4","713","21-Feb-20","2,085","Canhcam","Viet Nam","www.canhcam.vn","Luis Diaz"
"1549184#1","Unqualified","SketchUp Pro Unlicensed","4","625","21-Feb-20","2,085","Grn","Viet Nam","www.grn.vn","Luis Diaz"
"552323#1","Unqualified","SketchUp Pro Unlicensed","4","622","21-Feb-20","1,390","qpdesign","Viet Nam","www.qpdesign.vn","Luis Diaz"
"807496#1","Unqualified","SketchUp Pro Unlicensed","4","616","21-Feb-20","2,085","Tasaceramic","Viet Nam","www.tasaceramic.vn","Luis Diaz"
"617168#1","Unqualified","SketchUp Pro Unlicensed","4","610","21-Feb-20","2,085","CTY Nội thất WOODPARK, HUẾ","Viet Nam","www.woodparkdesign.com","Luis Diaz"
"1040833#1","Unqualified","SketchUp Pro Unlicensed","4","610","21-Feb-20","2,780","Vietdekor","Viet Nam","www.vietdekor.com","Luis Diaz"
"1004516#1","Unqualified","SketchUp Pro Unlicensed","4","608","21-Feb-20","695","Nktech","Viet Nam","www.nktech.vn","Luis Diaz"
"744185#1","Unqualified","SketchUp Make, SketchUp Pro Unlicensed","4","584","21-Feb-20","2,085","Gk","Viet Nam","www.gk.com","Luis Diaz"
"1073178#1","Unqualified","SketchUp Pro Unlicensed","4","571","21-Feb-20","2,085","Viet Nam Remy Hair Extensions Wholesale - Unihairvn.com","Viet Nam","www.unihairvn.com","Luis Diaz"
"611151#1","Unqualified","SketchUp Make, SketchUp Pro Unlicensed","4","540","21-Feb-20","1,390","Bwaltd","Viet Nam","www.bwaltd.com.vn","Luis Diaz"
"1004049#1","Unqualified","SketchUp Pro Unlicensed","4","506","21-Feb-20","2,085","Ninh Thuan Thanh Dong Joint Stock Co.","Viet Nam","www.thanhdongninhthuan.com","Luis Diaz"
"803864#1","Unqualified","SketchUp Make, SketchUp Pro Unlicensed","4","505","21-Feb-20","2,085","Risoucons","Viet Nam","www.risoucons.com","Luis Diaz"
"1308023#1","Unqualified","SketchUp Pro Unlicensed","4","464","21-Feb-20","1,390","Vietangia","Viet Nam","www.vietangia.vn","Luis Diaz"
"997419#1","Unqualified","SketchUp Pro Unlicensed","4","463","21-Feb-20","2,780","Mbl","Viet Nam","www.mbl.vn","Luis Diaz"
"1004527#1","Unqualified","SketchUp Pro Unlicensed","4","432","21-Feb-20","1,390","Copom","Viet Nam","www.copom.com.vn","Luis Diaz"
"956122#1","Unqualified","SketchUp Pro Unlicensed","4","428","21-Feb-20","2,085","Cong Ty Tnhh Dai Phu My","Viet Nam","www.congtycayxanh.com","Luis Diaz"
"651760#1","Unqualified","SketchUp Pro Unlicensed","4","394","21-Feb-20","695","Cpmvietnam","Viet Nam","www.cpm-vietnam.com.vn","Luis Diaz"
"597675#1","Unqualified","SketchUp Pro Unlicensed","4","390","21-Feb-20","2,085","Maunhadep","Viet Nam","www.maunhadep.net","Luis Diaz"
"1546488#1","Unqualified","SketchUp Pro Unlicensed","4","382","21-Feb-20","2,085","Bva","Viet Nam","www.bva.vn","Luis Diaz"
"1141931#1","Unqualified","SketchUp Pro Unlicensed","4","374","21-Feb-20","2,085","Goldenpointgroup","Viet Nam","www.goldenpointgroup.com.vn","Luis Diaz"
"1294871#1","Unqualified","SketchUp Pro Unlicensed","4","363","21-Feb-20","1,390","Kim Hung Thinh Construction Design Consulting Co., Ltd","Viet Nam","www.kht.vn","Luis Diaz"
"969163#1","Unqualified","SketchUp Pro Unlicensed","4","358","21-Feb-20","2,780","Ttdgroup","Viet Nam","www.ttd-group.eu","Luis Diaz"
"714841#1","Unqualified","SketchUp Pro Unlicensed","4","343","21-Feb-20","2,780","Synzvn","Viet Nam","-","Luis Diaz"
"1793791#1","Unqualified","SketchUp Pro Unlicensed","4","336","21-Feb-20","2,780","One to One Creative Co., Ltd","Viet Nam","www.otoc121.com","Luis Diaz"
"952491#1","Unqualified","SketchUp Pro Unlicensed","4","325","21-Feb-20","2,085","Ttong","Viet Nam","www.ttong.de","Luis Diaz"
"714632#1","Unqualified","SketchUp Pro Unlicensed","4","319","21-Feb-20","695","Sonkim","Viet Nam","-","Luis Diaz"
"1037770#1","Unqualified","SketchUp Pro Unlicensed","4","319","21-Feb-20","1,390","Cbbank","Viet Nam","www.cbbank.vn","Luis Diaz"
"792377#1","Unqualified","SketchUp Pro Unlicensed","4","316","21-Feb-20","1,390","ACUD GROUP","Viet Nam","www.acudgroup.vn","Luis Diaz"
"947459#1","Unqualified","SketchUp Pro Unlicensed","4","307","21-Feb-20","2,780","Hyan","Viet Nam","www.hyan.com.vn","Luis Diaz"
"1609907#1","Unqualified","SketchUp Pro Unlicensed","4","294","21-Feb-20","2,085","Datxanhdanang","Viet Nam","www.datxanhdanang.vn","Luis Diaz"
"366349#2","Unqualified","SketchUp Pro Unlicensed","4","290","21-Feb-20","2,780","Dgl International","Viet Nam","www.dglinternational.com.vn","Luis Diaz"
